Molecule ChEMBL ID,Smiles
D274,Cc1nccn2c(-c3ccnc(NCCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12
D275,CS(=O)(=O)N(Cc1ccc2[nH]c(=O)c3cccn3c2c1)C1CC1
D276,O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3[nH]2)cc1
D277,COc1ccc(-c2ccc(NC(=O)Nc3ccc(F)c(C)c3)cc2)c2c(N)noc12
D278,COc1ccc2c(NC(=O)Nc3cc(C(F)(F)F)ccn3)ccnc2c1
D279,O=c1c(NCc2cccc(C(F)(F)F)c2)c(Nc2ccncc2)c1=O
D280,Cn1cc(C(CN)c2cncc(C=Cc3ccncc3)c2)c2ccccc21
D281,CCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)csc12
D282,O=c1c(NCc2ccc(Cl)cc2Cl)c(Nc2ccc3[nH]ncc3c2)c1=O
D283,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CC(C)(C)N)cnc(N)c34)cc2)c1
D284,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN(C)C)cnc(N)c34)cc2)c1
D285,O=C(O)c1ccccc1Nc1ncnc(Nc2cccc(F)c2)n1
D286,CCCC(=O)Nc1n[nH]c2nnc(-c3cccc(F)c3F)cc12
D287,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(C(F)(F)F)cccc12
D288,Cc1ccccc1NC(=O)Nc1ccc(NC(=O)c2csc3ncnc(N)c23)cc1
D289,c1ccc(COc2ccc(Nc3ncnc4ccccc34)cc2)cc1
D290,CC(=O)NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1
D291,Clc1cc(-c2c[nH]c3ncccc23)nc(NC2CCOCC2)n1
D292,Nc1ncc(-c2cnn(CCO)c2)c2scc(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)c12
D293,COc1cc2c(cc1F)C(c1ccccc1Cl)=NC1=C(C)NNC1=N2
D294,COc1cccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1
D295,O=c1c(NCc2ccc(Cl)cc2)c(Nc2ccncc2)c1=O
D296,O=C(Nc1cccc(C(F)(F)F)n1)Nc1ccnc2c(Cl)cccc12
D297,CS(=O)(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D298,Cc1sc2nc(=O)n3[nH]c(-c4ccncc4)nc3c2c1C
D299,Cc1cc2nnc(SCc3cn4ccccc4n3)n2c2ccccc12
D300,Nc1ncnc2sc(Br)c(-c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12
D301,COC(C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1
D302,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1F
D303,CNc1ncnc2c1N=C(c1ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc1)CCN2
D304,Cc1cc(-c2ccc3c(c2)Nc2ccccc2NC3=O)ccn1
D305,O=C(Nc1cnccn1)Nc1ccnc2ccccc12
D306,CCN1CCN(c2ccc(Nc3nccc(-c4c(-c5cccc(C(=O)Nc6ccccc6F)c5)nc5ccccn45)n3)cc2)CC1
D307,O=C(NCc1ccc(Cl)c(Cl)c1)Nc1ccc2[nH]ncc2c1
D308,OCCC(Nc1nc2ccc(-c3ccncc3)cc2s1)c1ccccc1
D309,Cc1ccccc1NC(=O)Nc1ccc2c(c1)CCc1sc3ncnc(N)c3c1-2
D310,CN(C)CC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D311,O=c1c(NCc2ccccc2F)c(Nc2ccncc2)c1=O
D312,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CCN)nccn23)n1
D313,c1ccc(Cn2cc(-c3ccc4[nH]nc(-c5ccccc5)c4c3)nn2)cc1
D314,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCN5CCOCC5)cnc(N)c34)cc2)c1
D315,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C)c5)cnc(N)c34)cc2)cc1
D316,COc1cc2cnc3c(c2cc1OC)C(=O)NC3=O
D317,COCC(C)(C)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(C)nccn23)n1
D318,O=c1ncc(I)c2[nH]c(-c3cccc(Cl)c3)cn12
D319,COc1ccc2c(NC(=O)Nc3cccc(C(F)(F)F)n3)ccnc2c1
D320,NC(=O)c1ccc(-c2c[nH]c3nccc(Cl)c23)cc1
D321,COCCn1cc(-c2ccncn2)c(-c2ccc(Cl)cc2)n1
D322,Nc1nc2ccc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc2n1CC1CC1
D323,COc1cccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)c1
D324,NC(=O)c1cccc(-c2cnc3[nH]cc(-c4ccccc4)c3c2)c1
D325,NC(=O)c1ccc(-c2ccncc2)cc1NCc1cccc(F)c1
D326,CCC(N)(C#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12)CC
D327,CC(=O)NCC(=O)N1C2CCC1c1cc(Nc3ncc(C(F)(F)F)c(NC4CCC4)n3)ccc12
D328,CCN(CC)C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
D329,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1
D330,c1ccc(CNc2nc3ccc(-c4ccncc4)cc3s2)cc1
D331,NC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1
D332,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(Cl)c1
D333,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(C=Cc3ccccc3)n2)n[nH]1
D334,COc1ccc2c(NC(=O)Nc3cccc(Br)n3)ccnc2c1
D335,NC(Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(C=Cc2ccncc2)c1
D336,Cc1cccc(NC(=O)Nc2ccc(-c3coc4ncnc(N)c34)cc2)c1
D337,COc1cc(-c2ccc3c(c2)NC(=O)c2ccc(-c4ccccc4NS(C)(=O)=O)cc2N3)cc(OC)c1OC
D338,COCCOC1CCC(n2nc(-c3ccc(Nc4nc5cc(C)cc(C)c5o4)cc3)c3c(N)ncnc32)CC1
D339,Clc1ccc(-c2[nH]ncc2-c2ccncn2)cc1Cl
D340,Cc1cc(NC(=O)Cc2ccc(-c3cccc4[nH]nc(N)c34)cc2)ccc1F
D341,CN(C)c1ccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)cc1
D342,Cn1cc(Nc2ncc(Cl)c(Nc3ccccc3C(N)=O)n2)cn1
D343,Cc1ccccc1NC(=O)Nc1ccc(-c2coc3ncnc(N)c23)cc1
D344,COc1cccc(C(C)NC(=O)c2cnc(-c3ccncc3)s2)c1
D345,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12
D346,COc1cc(Nc2nccc(Nc3cc(C4CCCCC4)no3)n2)cc(OC)c1OC
D347,CSc1ccc2nc3c(c(Cl)c2c1)CCNC3=O
D348,O=C1C=CC(=C2NNC(Nc3cccc(Cl)c3)=C2c2ccc(O)cc2)C=C1
D349,NC(=O)Cn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21
D350,NC1CCCCC1Nc1nccc(Nc2ccccc2C(=O)O)n1
D351,CCCC(=O)Nc1n[nH]c2ccc(-c3cccc(F)c3F)cc12
D352,CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
D353,Clc1csc2ncnc(Nc3ccccc3)c12
D354,CC(Nc1c(Nc2ccncc2)c(=O)c1=O)C(C)(C)C
D355,CCn1c(C)c(-c2ccnc(Nc3cccc(OC)c3)n2)sc1=O
D356,CN(C)C(=O)Nc1ccc2nc(-c3ccco3)c(-c3ccco3)nc2c1
D357,Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3-c3ccc(F)cc3)cc12
D358,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(c2ncccn2)CC1
D359,NC(=O)c1cccc2[nH]c(-c3ccc(NC(=O)c4cccc(S(=O)(=O)N5CCOCC5)c4)cc3)nc12
D360,CC(=O)N1CCC(Nc2nccc(-c3c(-c4ccc(F)cc4)nc4occn34)n2)CC1
D361,COc1ccc(CNc2cc(-c3c[nH]c4ncccc34)cc(F)n2)cc1
D362,Cc1csc(NC(=O)c2sc3nc(-c4ccncc4)ccc3c2N)n1
D363,OC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D364,COCCN(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1
D365,CN1CCC(NC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)CC1
D366,COc1cccc(CNC(=O)c2cc3c(-c4ccccc4)[nH]nc3s2)c1
D367,N#CCOc1ccc(Nc2nc(Nc3cccc(S(N)(=O)=O)c3)ncc2Br)cc1
D368,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccc(Cl)cc1
D369,CC(C)(CN)CNc1cc(-c2c[nH]c3ncccc23)cc(F)n1
D370,CCCCNc1ccc2c3c(cccc13)C(=O)N(CCNCCO)C2=O
D371,Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
D372,NC(COc1cncc(-c2ccc3[nH]c(=O)oc3c2)c1)Cc1c[nH]c2ccccc12
D373,O=C1Nc2ccccc2Nc2cc(-c3ccncc3Cl)ccc21
D374,Cc1ccccc1-c1c(C(=O)O)n(CCCOc2cccc3ccccc23)c2ccccc12
D375,Nc1nccc2scc(-c3ccc(NC(=O)Nc4ccccc4C(F)(F)F)cc3)c12
D376,CS(=O)(=O)NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1
D377,Cc1ccc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1
D378,Cc1nnc(-c2cc3c(Oc4ccc(C(F)(F)F)cc4)cncc3s2)o1
D379,NS(=O)(=O)c1cccc(Nc2ncc3ccn(-c4ccccc4)c3n2)c1
D380,Cc1cc(Cl)ccc1NC(=S)NNC(=O)C(O)(c1ccccc1)c1ccccc1
D381,Nc1ccc(-c2csc3c(C=Cc4nc5ccccc5[nH]4)cnc(N)c23)cc1
D382,Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5ccc(OC(F)F)cc5)cc4)csc23)cn1
D383,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1
D384,COc1ccc(C(=O)N2c3ccccc3Sc3c(Cl)cncc32)cc1
D385,Nc1ncnc2scc(C(=O)Nc3ccc(NC(=O)Nc4ccccc4)cc3)c12
D386,CC(=O)Nc1cccc(CNc2c(Nc3ccc4[nH]ncc4c3)c(=O)c2=O)c1
D387,Cn1cc(-c2cnn3c(N)c(-c4ccc(NC(=O)Nc5cccc(C(F)(F)F)c5)cc4)cnc23)cn1
D388,Cc1cnc(Nc2cccc(S(N)(=O)=O)c2)nc1Nc1ccc(OCC(N)=O)cc1
D389,CC(C)Oc1[nH][nH]c(=O)c1C=C1C=Nc2ccccc21
D390,Cc1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1
D391,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)O)c5)cnc(N)c34)cc2)c1
D392,N#CC1=C(N)n2c(sc(=Cc3ccco3)c2=O)=C(C(N)=O)C1c1ccco1
D393,N#Cc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1
D394,NCC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1
D395,CC(Nc1nccc(-c2c(-c3ccc(F)cc3)nc3occn23)n1)c1ccccc1
D396,NC(=O)c1cccc2[nH]c(-c3ccncc3)nc12
D397,Cn1c(NCC(N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O
D398,Cc1cc(C)c(C)c(OCCCc2c(C(=O)O)[nH]c3c(-c4ccccc4C)cccc23)c1
D399,Cc1cc(C)c2oc(Nc3ccc(-c4cccc(C(N)=O)c4N)cc3F)nc2c1
D400,CCN(CC)CCNC(=O)c1c(C)[nH]c(C=C2C(=O)Nc3ccc(F)cc32)c1C
D401,Fc1ccc(-c2nc3cnccn3c2-c2ccnc(NCC3CC3)n2)cc1
D402,OCCNc1cc2cc(-c3cccnc3)ccc2cn1
D403,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccc(Cl)c(Cl)c4)c3)cc12
D404,COc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1OC
D405,Nc1nccn2c(C3CC(CN4CCCC4)C3)nc(-c3cccc(OCc4ccccc4)c3)c12
D406,COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3F)cc2OC)c1
D407,Cc1cc(OCC2CCC(C(=O)O)C2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
D408,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3cnccn23)n1
D409,O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1c(F)cccc1F
D410,O=C(Cc1ccccc1)Nc1cccc(-c2nc3sccn3c2-c2ccnc(Nc3cccc(N4CCCC4=O)c3)n2)c1
D411,OC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1
D412,Cc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12
D413,CN(C)CC(=O)NC(COc1cncc(-c2ccc3cnccc3c2)c1)Cc1c[nH]c2ccccc12
D414,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(CC4CC4)nccn23)n1
D415,CCNC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D416,O=C(O)c1ccccc1Nc1ncnc(Nc2ccc(F)cc2)n1
D417,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4sncc34)cc2)c1
D418,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ccn1
D419,O=c1nc[nH]c2c1oc1ccc(Cl)cc12
D420,CCCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1
D421,CN(C)c1ccc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)cc1
D422,COc1ccc(CNc2c(Nc3ccc4[nH]ncc4c3)c(=O)c2=O)cc1
D423,Brc1cnc2[nH]cc(-c3ccccc3)c2c1
D424,CCN1CCN(CCCC(=O)Nc2n[nH]c3nnc(-c4cccc(F)c4F)cc23)CC1
D425,OCC(CO)Nc1ncnc2[nH]cc(-c3ccccc3)c12
D426,Cc1ccc(Nc2nc3ccc([N+](=O)[O-])cc3[nH]2)nc1
D427,CNC(=O)C=Cc1cnc(N)c2c(-c3ccc4c(c3)OCO4)csc12
D428,O=C(Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1)c1ccccc1
D429,NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1
D430,CC(N)COc1cnc(Cl)c(C=Cc2ccncc2)c1
D431,OC(COc1cncc(C=Cc2ccncc2)c1)Cc1c[nH]c2ccccc12
D432,CNS(=O)(=O)c1ccccc1Nc1nc(Nc2cc(OC)c(OC)c(OC)c2)ncc1Cl
D433,Nc1n[nH]c2cccc(-c3ccc(NC(=O)Nc4cc(C(=O)O)ccc4F)cc3)c12
D434,NC(COCc1ccccc1)COc1cncc(C=Cc2ccncc2)c1
D435,CCCn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1
D436,CC(C)(O)CNc1nccc(-c2c(-c3ccc(F)cc3F)nc3c(CC4CC4)nccn23)n1
D437,Brc1ccc2[nH]nc(-c3ccccc3)c2c1
D438,COC1=CC(=CC(C#N)=C2Nc3ccccc3N2)C(Br)=CC1=O
D439,Cc1cccc(NC(=O)Nc2ccc(-c3csc4c(C#CCNS(C)(=O)=O)cnc(N)c34)cc2)c1
D440,NC1CCCCC1Nc1nc(Cl)cc(-c2c[nH]c3ncccc23)n1
D441,CC(N)C1CCC(C(=O)Nc2ccncc2)CC1
D442,O=C(Nc1cnccn1)Nc1ccnc2c(C(F)(F)F)cccc12
D443,Cn1cc(Nc2ncc(Br)c(Nc3ccccc3C(N)=O)n2)cn1
D444,Nc1ncnc2sc3c(c12)-c1ccc(NC(=O)Nc2ccccc2)cc1CC3
D445,Nc1nnc(-c2cc3c(Oc4ccc(Cl)cc4)cncc3s2)o1
D446,Nc1ncc(C=CC(=O)NCCCn2ccnc2)c2scc(-c3ccc(Br)cc3)c12
D447,CN(C)CC(=O)NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1
D448,COc1cc(-c2ccc3c(c2)Nc2ccc([N+](=O)[O-])cc2NC3=O)ccc1O
D449,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cc(F)ccc1F
D450,NC1CCCCC1Nc1nccc(-c2c[nH]c3ncccc23)n1
D451,COc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12
D452,Cc1ccc(-c2cc3c(NCCN)ccc(C(N)=O)c3[nH]2)cc1
D453,N#Cc1ccc2nc(N)n(-c3nc(-c4ccccc4)cs3)c2c1
D454,CN(C)C(=O)c1c(-c2ccc3[nH]ncc3c2)nnn1Cc1ccccc1
D455,CC1(O)CC(c2nc(-c3ccc4ccc(-c5ccccc5)nc4c3)c3c(N)nccn23)C1
D456,Cc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12
D457,CC(C)(CO)c1nnc2ccc(-c3c(-c4ccc(F)cc4F)nc4n3CCC4)nn12
D458,CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(F)c4)cc3)csc12
D459,Nc1ncnc2c1c(I)nn2C1CCC(O)CC1
D460,CCCCOc1ncnc2[nH]cc(-c3ccccc3)c12
D461,O=C(O)c1c2c(nc3ccccc13)C(=C1CCCC1)CC2
D462,O=C(NC(CO)Cc1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1
D463,O=C(Nc1cnc2[nH]cc(-c3ccccc3)c2c1)c1c(F)cccc1F
D464,CNCC(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1
D465,CN(C)c1cc2sncc2cc1NC(=O)C(=O)O
D466,O=C1NCCc2[nH]c(-c3ccnc(C=Cc4ccccc4)c3)cc21
D467,O=C(c1cc(-c2ccc3[nH]ncc3c2)on1)N1CCCC(O)C1
D468,COc1cccc(C(C)NC(=O)c2cc(C)c(-c3ccc4n[nH]c(C)c4c3)s2)c1
D469,CCS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1
D470,CN1CCN(C2CCC(n3cc(-c4ccc(Oc5ccccc5)cc4)c4c(N)ncnc43)CC2)CC1
D471,COc1ccc(C(=O)Nc2cnc3[nH]cc(-c4ccccc4)c3c2)cc1
D472,Cc1cc2cc(-c3csc4c(-c5cccc(S(C)(=O)=O)c5)cnc(N)c34)ccc2[nH]1
D473,Clc1cc(NC2CCCCC2)nc(-c2c[nH]c3ncccc23)n1
D474,COc1ccc(-c2cc3nccn3c(Nc3ccccc3C(N)=O)n2)cc1OC
D475,NCCC(C(=O)Nc1ccc2[nH]ncc2c1)c1ccc(Cl)c(Cl)c1
D476,Cc1[nH]nc2cnc(-c3cncc(OCC(N)Cc4cccc(C(F)(F)F)c4)c3)cc12
D477,O=C(NCCCCCCNC(=O)Nc1cccnc1)Nc1cccnc1
D478,NC1CCCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)C1
D479,CCCC(=O)Nc1cc(-c2c[nH]c3ncccc23)cc(Cl)n1
D480,O=C(NC(CO)Cc1ccccc1)c1ccc(-c2ccncc2)cc1
D481,Nc1ncnc2scc(-c3ccc(NC(=O)Nc4cc(C(F)(F)F)ccc4F)cc3)c12
D482,NC(=O)c1sc2c(Br)ccc(Cl)c2c1N
D483,c1ccc(-c2c[nH]c3ncnc(N4CCCCC4)c23)cc1
D484,CCOC(=O)C1=c2sc(=Cc3ccco3)c(=O)n2C(N)=C(C#N)C1c1ccco1
D485,O=c1c(NCCc2ccc(Oc3ccccc3)cc2)c(Nc2ccncc2)c1=O
D486,CCN(CC)CCCNC(=O)c1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12
D487,CC(NC(=O)c1ccc(-c2ccncc2)cc1)c1ccccc1
D488,Cc1cc(-c2ccccc2)n(-c2cc(NN=Cc3ccco3)ncn2)n1
D489,Cc1ccc2c(c1)NC(=O)c1ccccc1N2
D490,N#Cc1ccc(NC(=O)Nc2ccnc3cc(C(F)(F)F)ccc23)nc1
D491,O=C1C=CC(=CNNC(=O)Nc2cccc3nsnc23)C(O)=C1
D492,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1ccccc1
D493,Cc1ccccc1-c1c(-c2ccc3[nH]nc(N)c3c2)nnn1Cc1ccccc1
D494,OCCCNc1ncnc2[nH]cc(-c3ccccc3)c12
D495,CSc1c[nH]c2ncnc(NCCCO)c12
D496,Cc1ccc(NC(=O)Nc2ccc(-c3csc4ncnc(N)c34)cc2)cc1C
D497,COC1=CC(=CC(C#N)=C2Nc3ccc(C)cc3N2)C(Br)=CC1=O
D498,COc1ccc(C=C2SC(Nc3ccccc3)=NC2=O)cc1O
D499,O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1C1CCOc2c(F)cccc21
D500,Cc1cn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc2c(C)n1
D501,CC(C)Oc1nccn2c(-c3ccnc(NCC(C)(C)CO)n3)c(-c3ccc(F)cc3F)nc12
D502,NCCNS(=O)(=O)c1cccc(C(=O)Nc2ccc(-c3n[nH]c(=O)c4ccccc34)cc2)c1
D503,Fc1ccc(-c2nc3sccn3c2-c2ccncc2)cc1
D504,CC(=O)c1cccc(-c2cnc3[nH]ccc3c2)c1
D505,O=C(Nc1ccc(-c2cccc3sncc23)cc1)Nc1ccc(F)c(C(F)(F)F)c1
D506,COc1cc(-c2ccc3c(c2)Nc2ccc(C(=O)NCc4cccc(F)c4)cc2NC3=O)ccc1O
D507,Cc1cc(O)ccc1-n1cc(C(=O)NN)c(=O)c2ccc(-c3ccncc3)cc21
D508,Cc1cc(OC2CCCC2)c(NC(=O)Nc2cnc(C#N)cn2)cc1Cl
D509,Nc1ncnc(Nc2cc(CNC(=O)C(F)(F)F)c(O)c(-c3ccc(Cl)cc3)c2)n1
D510,CCN(CC)CC#Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12
D511,Nc1ncnc2c1c(I)nn2C1OC(CO)C(O)C1O
D512,NC(=O)c1ccc(-c2ccncc2)cc1NCc1ccccc1
D513,Cc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(C(C)C(=O)N(C)C)c5)cnc(N)c34)cc2)cc1
D514,CCc1nccn2c(-c3ccnc(NCC(C)(C)O)n3)c(-c3ccc(F)cc3F)nc12
D515,Cc1ccccc1-c1cccc2c1c(Nc1ccccc1)c(C(=O)O)n2CCCOc1cccc2ccccc12
D516,NC(COc1cncc(-c2ccc3c(c2)C(=Cc2ccco2)C(=O)N3)c1)Cc1c[nH]c2ccccc12
D517,O=C1NC(=S)SC1=C1C(=O)Nc2ccc(Br)cc21
D518,CC(C)(CO)CNc1nccc(-c2c(-c3ccc(F)cc3)nc3c(OCC(F)(F)F)nccn23)n1
D519,CC(O)Cn1cc(-c2cnc(N)c3c(-c4ccc(NC(=O)Nc5cccc(F)c5)cc4)csc23)cn1
D520,c1ccc(CNc2cc(-c3c[nH]c4ncccc34)ncn2)cc1
D521,CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOCC5CC5)c4)n[nH]c2-3)CC1
D522,NCCCOc1cc2c(c(-c3ccc(Nc4nc5ccc(Cl)cc5o4)cc3)c1)CNC2=O
D523,COc1cc(OC)cc(C(=O)Nc2n[nH]c3ccc(-c4cn(Cc5ccccc5)nn4)cc23)c1
D524,COc1ccc2c(c1)C(=Cc1cnc[nH]1)C(=O)N2
D525,Cc1cc(C)c(C=C2C(=O)Nc3ccccc32)[nH]1
D526,Cc1[nH]nc2ccc(-c3cncc(OCC(N)Cc4ccccc4)c3)cc12
D527,CC(N)C1CCC(C(=O)Nc2ccnc3[nH]ccc23)CC1
D528,CN(C)c1cc(-c2ccncc2)cc2[nH]nc(N)c12
D529,NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c1ccc(Cl)cc1
D530,COc1cc(C=C2SC(=O)NC2=O)ccc1O
D531,O=C(NC(CO)c1cc(Cl)cc(Cl)c1)c1ccc(-c2ccncc2)cc1
D532,O=C(NCCCCCCNC(=O)NCc1cccnc1)NCc1cccnc1
D533,O=c1[nH]c2cc(-c3ccccc3)cnc2[nH]1
D534,O=C(Cc1ccc(Cl)cc1)Nc1n[nH]c2c1CCC2
D535,O=C(Nc1n[nH]c2ccc(-c3cn(Cc4ccccc4)nn3)cc12)c1cccc(F)c1
D536,O=c1cc(-c2ccncc2)[nH]c(NCc2cc(F)cc(F)c2)n1
D537,O=C(Nc1cnccn1)Nc1ccnc2cc(C(F)(F)F)ccc12
D538,COc1ccc(NC(=O)Nc2ccc(-c3csc4c(-c5cnn(CC(C)(C)O)c5)cnc(N)c34)cc2)cc1
D539,Cc1cc(C)cc(NC(=O)Nc2ccc(-c3cccc4c3CNC4=O)c(C)c2)c1
D540,CCOC(=O)C1=C(N)n2c(sc(=Cc3cccs3)c2=O)=C(C(N)=O)C1c1cccs1
D541,CC(C)Cn1c(N)nc2c(F)cc(-c3c(-c4ccc(F)cc4)nc4sccn34)cc21
D542,CC(C)(C)c1[nH]nc2c1C(c1ccccc1F)C(C#N)=C(N)O2
D543,O=S(=O)(O)c1ccc(NCc2ccc3c(c2)OCO3)c2c(O)cccc12
D544,Nc1n[nH]c2ccc(-c3nnn(Cc4ccccc4)c3C3CC3)cc12
D545,CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(-c3ccc(NC(=O)Nc4cccc(C)c4)cc3)csc12
D546,O=C1NCc2c1cccc2-c1ccc(Nc2nc3ccccc3o2)cc1
D547,OCCCn1cnc(-c2ccc(F)cc2)c1-c1ccncc1
D548,COc1cccc(C(C)NC(=O)c2ccc(-c3ccncn3)cc2)c1
D549,CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1
D550,COc1cccc(C(C)NC(=O)c2ccc(-c3ccncc3)c(F)c2)c1
D551,CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1
D552,CS(=O)(=O)NC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1
D553,CCC1C(=O)N(C)c2cnc(Nc3ccc(C(=O)NC4CCCCC4)cc3OC)nc2N1C1CCCC1
